"coherence_mean_mean","coherence_variance_mean","diversity_mean_mean","diversity_variance_mean","coherence_mean_sd","coherence_variance_sd","diversity_mean_sd","diversity_variance_sd","coherence_mean_min","coherence_variance_min","diversity_mean_min","diversity_variance_min","coherence_mean_max","coherence_variance_max","diversity_mean_max","diversity_variance_max"
-2.32242760999745,0.786118733871625,0.832644261100053,0.0214078612015996,0.841461853182207,1.0668557816305,0.19498526520842,0.0372604607629447,-7.42329545454545,0.0128644717398779,0.12110158866304,0,-0.354933675130208,10.4384651700118,1,0.169322621290526
