"Pair","Variable1","Variable2","Mean_X","Mean_Y","Variance_X","Covariance_XY","Variance_Y","Correlation","LogLikelihood","AIC","BIC"
"coherence","Mean_Coherence","Mean_Diversity",-2.78242216624685,0.934841309823678,0.165954995074912,-0.00464958836274071,0.00387169236829628,-0.183429389259506,8479.79587770733,-16949.5917554147,-16913.5776948869
"variance","Variance_Coherence","Variance_Diversity",7.21756920415225,0.0126643598615917,2.25583036317201,4.84734642520109e-05,7.61850836591321e-05,0.00369756540818525,1731.0038634959,-3452.00772699179,-3426.74412174563
